name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-12064,NO,1,0,0,0,0,0,0
GENE-12065,NO,1,0,0,0,0,1,0
GENE-12066,NO,1,0,0,0,0,0,0
GENE-12067,NO,1,2,3,3,5,3,4
GENE-12068,NO,1,0,0,0,0,0,0
GENE-12069,NO,1,0,0,0,0,0,0
GENE-12070,NO,1,0,0,0,0,0,0
GENE-12071,NO,1,0,0,0,0,0,0
GENE-12072,YES,1,0,0,0,0,0,0
GENE-12073,NO,1,0,0,0,0,0,0
GENE-12074,NO,1,549,503,493,473,485,526
GENE-12075,NO,1,67,50,32,14,16,56
GENE-12076,NO,1,0,0,0,0,0,0
GENE-12077,NO,1,48,65,77,102,58,91
GENE-12078,NO,1,0,0,0,0,0,0
GENE-12079,NO,1,6,10,14,8,7,17
GENE-12080,NO,1,0,0,0,0,0,0
GENE-12081,NO,1,2,2,1,2,3,2
GENE-12082,NO,1,0,0,0,0,0,0
GENE-12083,NO,1,13,8,10,14,13,8
GENE-12084,NO,1,0,0,0,0,0,0
GENE-12085,YES,1,0,0,0,0,0,0
GENE-12086,NO,1,358,382,394,354,448,435
GENE-12087,NO,1,53,64,66,59,57,68
GENE-12088,NO,1,0,0,0,0,0,0
GENE-12089,NO,1,0,0,0,0,0,0
GENE-12090,NO,1,0,1,0,0,0,1
GENE-12091,NO,1,0,0,0,0,0,0
GENE-12092,NO,1,0,0,0,0,0,0
GENE-12093,NO,1,0,0,0,0,0,0
GENE-12094,NO,1,0,0,0,0,0,0
GENE-12095,NO,1,1522,1595,1579,1544,1431,1479
GENE-12096,NO,1,0,0,0,0,0,0
GENE-12097,NO,1,0,0,0,0,0,0
GENE-12098,NO,1,520,456,449,548,699,451
GENE-12099,NO,1,52,13,28,30,38,17
GENE-12100,NO,1,0,0,0,0,0,0
GENE-12101,NO,1,0,0,0,0,0,0
GENE-12102,NO,1,17,8,11,5,11,18
GENE-12103,NO,1,5,3,6,8,5,6
GENE-12104,NO,1,5,4,2,3,3,6
GENE-12105,NO,1,0,0,0,0,0,0
GENE-12106,NO,1,474,445,414,425,357,345
GENE-12107,NO,1,179,234,42,67,172,164
GENE-12108,NO,1,0,0,0,0,0,0
GENE-12109,NO,1,0,0,0,0,0,0
GENE-12110,NO,1,0,0,0,0,0,0
GENE-12111,NO,1,0,0,0,0,0,0
GENE-12112,NO,1,3290,2892,2197,2537,3095,2821
GENE-12113,NO,1,0,0,0,0,0,0
GENE-12114,NO,1,0,0,0,0,0,0
GENE-12115,NO,1,0,0,0,0,0,0
GENE-12116,NO,1,0,0,0,0,0,0
GENE-12117,NO,1,0,0,0,0,0,0
GENE-12118,NO,1,285,297,279,314,293,235
GENE-12119,YES,1,1,3,2,1,1,0
GENE-12120,NO,1,922,171,1782,397,2150,2663
GENE-12121,NO,1,0,1,1,0,0,1
GENE-12122,NO,1,74,31,51,76,74,67
GENE-12123,NO,1,52,2,3,30,27,4
GENE-12124,NO,1,0,0,0,0,0,0
GENE-12125,NO,1,0,0,0,0,0,0
GENE-12126,NO,1,549,478,421,535,595,461
GENE-12127,NO,1,0,0,0,0,0,0
GENE-12128,NO,1,0,0,0,0,0,0
GENE-12129,NO,1,0,0,0,0,0,0
GENE-12130,NO,1,0,0,0,0,0,0
GENE-12131,NO,1,495,378,335,286,189,266
GENE-12132,NO,1,26,22,18,24,11,16
GENE-12133,NO,1,722,540,634,817,870,1102
GENE-12134,NO,1,47,49,65,32,88,99
GENE-12135,NO,1,0,0,0,0,0,0
GENE-12136,NO,1,240,362,155,235,240,297
GENE-12137,NO,1,213,200,210,224,243,169
GENE-12138,NO,1,6,2,8,2,5,4
GENE-12139,NO,1,0,0,0,0,0,0
GENE-12140,NO,1,2,2,0,1,0,2
GENE-12141,NO,1,0,0,0,0,0,0
GENE-12142,NO,1,932,954,1208,1074,821,1018
GENE-12143,NO,1,237,267,235,285,239,236
GENE-12144,YES,1,0,0,0,0,0,0
GENE-12145,NO,1,68,96,89,88,102,56
GENE-12146,NO,1,260,224,258,254,247,282
GENE-12147,NO,1,0,0,0,0,0,0
GENE-12148,NO,1,0,0,0,0,0,0
GENE-12149,NO,1,494,369,442,516,646,407
GENE-12150,NO,1,51,50,43,52,59,30
GENE-12151,NO,1,0,0,0,0,0,0
GENE-12152,NO,1,407,796,382,644,326,540
GENE-12153,NO,1,130,122,88,98,63,102
GENE-12154,NO,1,0,0,0,0,0,0
GENE-12155,NO,1,4,2,3,8,5,5
GENE-12156,NO,1,793,840,1132,1437,1305,1960
GENE-12157,NO,1,49,53,41,32,39,33
GENE-12158,NO,1,3,1,2,2,0,4
GENE-12159,NO,1,0,0,0,0,0,0
GENE-12160,NO,1,0,0,0,0,0,0
GENE-12161,NO,1,17,6,17,20,14,15
GENE-12162,NO,1,0,0,0,0,0,0
GENE-12163,NO,1,0,0,0,0,0,0
GENE-12164,NO,1,1,0,1,1,0,2
GENE-12165,NO,1,1,1,1,1,1,1
GENE-12166,NO,1,279,274,503,337,340,382
GENE-12167,NO,1,0,0,0,0,0,0
GENE-12168,NO,1,0,0,0,0,0,0
GENE-12169,NO,1,0,0,0,0,0,0
GENE-12170,NO,1,0,0,0,0,0,0
GENE-12171,NO,1,0,0,0,0,0,0
GENE-12172,NO,1,0,0,0,0,0,0
GENE-12173,NO,1,0,0,0,0,0,0
GENE-12174,NO,1,0,0,0,0,0,0
GENE-12175,NO,1,0,0,0,0,0,0
GENE-12176,NO,1,0,0,0,0,0,0
GENE-12177,NO,1,0,0,0,0,0,0
GENE-12178,NO,1,0,0,0,0,0,0
GENE-12179,NO,1,0,0,0,0,0,0
GENE-12180,NO,1,4343,4894,6298,4558,5498,4803
GENE-12181,NO,1,0,0,0,0,0,0
GENE-12182,NO,1,0,0,0,0,0,0
GENE-12183,NO,1,4,3,2,2,5,1
GENE-12184,NO,1,0,0,0,0,0,0
GENE-12185,NO,1,0,0,0,0,0,0
GENE-12186,NO,1,0,0,0,0,0,0
GENE-12187,NO,1,13,9,6,5,12,12
GENE-12188,NO,1,1,3,2,4,3,2
GENE-12189,NO,1,0,0,0,0,0,0
GENE-12190,NO,1,0,0,0,0,0,0
GENE-12191,NO,1,0,0,0,0,0,0
GENE-12192,NO,1,379,261,308,268,283,275
GENE-12193,NO,1,0,0,0,0,0,0
GENE-12194,NO,1,135,126,89,94,113,121
GENE-12195,NO,1,0,0,0,0,0,0
GENE-12196,NO,1,0,0,0,0,0,0
GENE-12197,NO,1,7,2,7,12,8,8
GENE-12198,NO,1,14,9,6,5,7,4
GENE-12199,NO,1,0,0,0,0,0,0
GENE-12200,NO,1,0,0,0,0,0,0
GENE-12201,NO,1,0,0,0,1,0,0
GENE-12202,NO,1,0,0,0,0,0,0
GENE-12203,NO,1,0,0,0,0,0,0
GENE-12204,NO,1,21,5,7,10,7,14
GENE-12205,NO,1,0,0,0,0,0,0
GENE-12206,NO,1,0,0,0,0,0,0
GENE-12207,NO,1,0,0,0,0,0,0
GENE-12208,NO,1,0,0,0,0,0,0
GENE-12209,NO,1,0,0,0,0,0,0
GENE-12210,NO,1,0,0,0,0,0,0
GENE-12211,NO,1,125,130,151,115,85,84
GENE-12212,NO,1,0,0,0,0,0,0
GENE-12213,YES,1,0,0,0,0,0,0
GENE-12214,NO,1,156,160,277,169,150,176
GENE-12215,NO,1,0,0,0,0,0,0
GENE-12216,NO,1,0,0,0,0,0,0
GENE-12217,NO,1,0,0,0,0,0,0
GENE-12218,NO,1,0,0,0,0,0,0
GENE-12219,NO,1,0,0,0,0,0,0
GENE-12220,NO,1,0,0,0,0,0,0
GENE-12221,NO,1,1,0,5,2,4,4
GENE-12222,NO,1,0,0,0,0,0,0
GENE-12223,NO,1,0,0,0,2,2,1
GENE-12224,NO,1,0,0,0,0,0,0
GENE-12225,NO,1,4,2,6,5,7,1
GENE-12226,NO,1,0,0,0,0,0,0
GENE-12227,NO,1,0,0,0,0,0,0
GENE-12228,NO,1,284,369,306,316,394,174
GENE-12229,NO,1,0,0,0,0,0,0
GENE-12230,NO,1,0,0,0,0,0,0
GENE-12231,NO,1,0,0,0,0,0,0
GENE-12232,NO,1,0,0,0,0,0,0
GENE-12233,NO,1,0,0,0,0,0,0
GENE-12234,NO,1,0,0,0,0,0,0
GENE-12235,NO,1,0,0,0,0,0,0
GENE-12236,NO,1,0,0,0,0,0,1
GENE-12237,NO,1,0,0,0,0,0,0
GENE-12238,NO,1,0,0,0,0,0,0
GENE-12239,NO,1,81,128,84,108,75,75
GENE-12240,NO,1,0,0,0,0,0,0
GENE-12241,NO,1,27,28,32,27,22,38
GENE-12242,NO,1,12,7,6,11,10,12
GENE-12243,NO,1,0,0,0,0,0,0
GENE-12244,NO,1,0,0,0,0,0,0
GENE-12245,NO,1,0,0,0,0,0,0
GENE-12246,NO,1,0,0,0,0,0,0
GENE-12247,NO,1,0,0,0,0,0,0
GENE-12248,NO,1,0,0,0,0,0,0
GENE-12249,NO,1,6,2,1,5,1,3
GENE-12250,NO,1,0,0,0,0,0,0
GENE-12251,NO,1,852,758,845,679,599,687
GENE-12252,NO,1,0,0,0,0,0,0
GENE-12253,NO,1,0,0,0,0,0,0
GENE-12254,NO,1,0,0,0,0,0,0
GENE-12255,NO,1,0,0,0,0,0,0
GENE-12256,NO,1,0,0,0,0,0,0
GENE-12257,NO,1,0,0,0,0,0,0
GENE-12258,NO,1,0,0,0,0,0,0
GENE-12259,NO,1,1519,1266,1343,1315,1385,1464
GENE-12260,NO,1,81,84,74,59,70,86
GENE-12261,NO,1,0,0,0,0,0,0
GENE-12262,NO,1,0,1,1,0,0,0
GENE-12263,NO,1,19,15,17,21,17,12
GENE-12264,NO,1,0,0,0,0,0,0
GENE-12265,NO,1,3,3,4,4,3,6
GENE-12266,NO,1,0,0,0,0,0,0
GENE-12267,NO,1,0,0,0,0,0,0
GENE-12268,NO,1,0,0,0,0,0,0
GENE-12269,YES,1,0,0,0,0,0,0
GENE-12270,NO,1,4,4,1,11,1,8
GENE-12271,NO,1,2106,2100,4025,3566,7527,2218
GENE-12272,NO,1,0,0,0,0,0,0
GENE-12273,NO,1,0,0,0,0,0,0
GENE-12274,NO,1,0,0,0,0,0,0
GENE-12275,NO,1,0,0,0,0,0,0
GENE-12276,NO,1,0,0,0,0,0,0
GENE-12277,NO,1,0,0,0,0,0,0
GENE-12278,NO,1,0,0,0,0,0,0
GENE-12279,NO,1,0,0,0,0,0,0
GENE-12280,NO,1,144,94,52,166,75,85
GENE-12281,NO,1,4346,2701,3092,2491,2364,4253
GENE-12282,NO,1,0,0,0,0,0,0
GENE-12283,NO,1,4,3,4,6,1,2
GENE-12284,NO,1,0,0,0,0,0,0
GENE-12285,NO,1,961,2564,928,1341,1498,481
GENE-12286,NO,1,0,0,0,0,0,0
GENE-12287,NO,1,0,0,0,0,0,0
GENE-12288,NO,1,0,0,0,0,0,0
GENE-12289,NO,1,0,0,0,0,0,0
GENE-12290,NO,1,3,2,2,0,1,1
GENE-12291,NO,1,0,0,0,0,0,0
GENE-12292,NO,1,0,0,0,0,0,0
GENE-12293,NO,1,0,0,0,0,0,0
GENE-12294,NO,1,0,0,0,0,0,0
GENE-12295,NO,1,0,0,0,0,0,0
GENE-12296,NO,1,72,48,78,53,45,95
GENE-12297,NO,1,2,4,2,4,3,5
GENE-12298,NO,1,0,0,0,0,0,0
GENE-12299,NO,1,2,8,8,15,6,3
GENE-12300,NO,1,0,0,0,0,0,0
GENE-12301,NO,1,0,0,0,0,0,0
GENE-12302,NO,1,131,110,128,119,58,138
GENE-12303,NO,1,0,0,0,0,0,0
GENE-12304,NO,1,2,4,1,2,3,2
GENE-12305,NO,1,7,11,15,13,7,13
GENE-12306,NO,1,0,0,0,0,0,0
GENE-12307,NO,1,0,0,0,0,0,0
GENE-12308,NO,1,0,0,0,0,0,0
GENE-12309,NO,1,0,0,0,0,0,0
GENE-12310,YES,1,0,0,0,0,0,0
GENE-12311,NO,1,151,207,157,139,174,147
GENE-12312,NO,1,5,5,0,3,3,2
GENE-12313,NO,1,676,639,686,555,627,648
GENE-12314,NO,1,0,0,0,0,0,0
GENE-12315,NO,1,0,0,0,0,0,0
GENE-12316,NO,1,0,0,0,0,0,0
GENE-12317,NO,1,0,0,0,0,0,0
GENE-12318,NO,1,2,0,0,0,1,1
GENE-12319,NO,1,10,24,15,13,19,21
GENE-12321,YES,1,0,0,0,0,0,0
GENE-12322,YES,1,0,0,0,0,0,0
GENE-12323,NO,1,0,0,0,0,0,0
GENE-12324,NO,1,1,0,0,0,0,0
GENE-12325,NO,1,0,0,0,0,0,0
GENE-12326,NO,1,1974,2871,2330,2909,2447,2882
GENE-12327,NO,1,2,9,2,6,5,9
GENE-12328,NO,1,33,59,23,56,91,38
GENE-12329,NO,1,0,0,0,0,0,0
GENE-12330,NO,1,0,0,0,0,0,2
GENE-12331,NO,1,0,0,0,0,0,0
GENE-12332,NO,1,0,0,0,0,0,0
GENE-12333,NO,1,0,0,0,0,0,0
GENE-12334,NO,1,0,0,0,0,0,0
GENE-12335,NO,1,5,8,8,11,4,4
GENE-12336,NO,1,0,0,0,0,0,0
GENE-12337,NO,1,0,0,0,0,0,0
GENE-12338,NO,1,0,0,0,0,0,0
GENE-12339,NO,1,0,0,0,0,0,0
GENE-12340,NO,1,0,0,0,0,0,0
GENE-12341,NO,1,0,0,0,0,0,0
GENE-12342,NO,1,230,209,261,254,310,205
GENE-12343,NO,1,41,2,350,130,556,271
GENE-12344,NO,1,28,16,17,18,8,27
GENE-12345,NO,1,126,145,104,103,121,139
GENE-12346,NO,1,0,0,0,0,0,0
GENE-12347,NO,1,0,0,0,0,0,0
GENE-12348,NO,1,365,675,453,443,465,397
GENE-12349,NO,1,0,0,0,0,0,0
GENE-12350,NO,1,0,0,0,0,0,0
GENE-12351,NO,1,0,0,0,0,0,0
GENE-12352,NO,1,0,0,0,0,0,0
GENE-12353,YES,1,0,0,0,0,0,0
GENE-12354,NO,1,0,0,0,0,0,0
GENE-12355,NO,1,39,54,33,43,50,40
GENE-12356,NO,1,0,0,0,0,0,0
GENE-12357,NO,1,0,0,0,0,0,0
GENE-12358,NO,1,0,0,0,0,0,0
GENE-12359,NO,1,0,0,0,0,0,0
GENE-12360,NO,1,0,0,0,0,0,0
GENE-12361,NO,1,13,4,9,6,10,10
GENE-12362,NO,1,208,205,295,275,189,216
GENE-12363,NO,1,0,0,0,0,0,0
GENE-12364,NO,1,0,0,0,0,0,0
GENE-12365,NO,1,0,0,0,0,0,0
GENE-12366,NO,1,6695,6553,7825,4809,3912,5772
GENE-12367,NO,1,0,0,0,0,0,0
GENE-12368,NO,1,0,0,0,0,0,0
GENE-12369,NO,1,0,0,0,0,0,0
GENE-12370,NO,1,0,0,0,0,0,0
GENE-12371,NO,1,0,0,0,0,0,0
GENE-12372,NO,1,0,0,1,0,0,0
GENE-12373,NO,1,0,0,0,0,0,0
GENE-12374,NO,1,0,0,0,0,0,0
GENE-12375,NO,1,0,0,0,0,0,0
GENE-12376,NO,1,0,0,0,0,0,0
GENE-12377,NO,1,0,0,0,0,0,0
GENE-12378,NO,1,8,4,6,1,4,6
GENE-12379,NO,1,0,0,0,0,0,0
GENE-12380,NO,1,0,0,0,0,0,0
GENE-12381,NO,1,0,0,0,0,0,0
GENE-12382,NO,1,0,0,0,0,0,0
GENE-12383,YES,1,0,0,0,0,0,0
GENE-12384,NO,1,0,0,0,0,0,0
GENE-12385,NO,1,0,0,0,0,0,0
GENE-12386,NO,1,0,0,0,0,0,0
GENE-12387,NO,1,0,0,0,0,0,0
GENE-12388,NO,1,390,323,322,336,390,370
GENE-12390,NO,1,61,63,42,49,44,33
GENE-12391,NO,1,0,0,0,0,0,0
GENE-12392,NO,1,330,222,260,288,634,210
GENE-12393,NO,1,0,0,0,0,0,0
GENE-12394,NO,1,372,363,280,211,377,539
GENE-12395,NO,1,4,3,2,5,2,11
GENE-12396,NO,1,1,0,0,0,0,0
GENE-12397,NO,1,0,0,0,0,0,0
GENE-12398,NO,1,0,0,0,0,0,0
GENE-12400,NO,1,0,0,0,0,0,0
GENE-12401,NO,1,237,225,256,223,240,225
GENE-12402,NO,1,0,0,0,0,0,0
GENE-12403,NO,1,0,0,0,0,0,0
GENE-12404,NO,1,1,0,1,0,0,0
GENE-12405,NO,1,0,0,0,0,0,0
GENE-12406,NO,1,0,0,0,0,0,0
GENE-12407,YES,1,0,0,0,0,0,0
GENE-12408,NO,1,0,0,0,0,0,0
GENE-12409,NO,1,0,0,0,0,0,0
GENE-12410,NO,1,55,476,433,156,20,138
GENE-12411,NO,1,733,680,612,604,489,353
GENE-12412,NO,1,0,0,0,0,0,0
GENE-12413,NO,1,14597,8906,10283,12328,7494,10974
GENE-12414,NO,1,1,2,1,3,5,5
GENE-12415,NO,1,0,0,0,0,0,0
GENE-12416,NO,1,0,0,0,0,0,0
GENE-12417,NO,1,32,58,100,32,92,48
GENE-12418,NO,1,0,0,0,0,0,0
GENE-12419,NO,1,0,0,0,0,0,0
GENE-12420,NO,1,0,0,0,0,0,0
GENE-12421,NO,1,0,0,0,0,0,0
GENE-12422,NO,1,0,0,1,0,1,0
GENE-12423,NO,1,0,0,0,0,0,0
GENE-12424,NO,1,70,58,49,48,66,52
GENE-12425,NO,1,53,48,39,57,61,54
GENE-12426,NO,1,433,363,334,363,348,331
GENE-12427,NO,1,0,0,0,0,0,0
GENE-12428,NO,1,65,87,80,102,116,89
GENE-12429,NO,1,7,8,6,8,6,6
GENE-12430,NO,1,0,0,0,0,0,0
GENE-12431,NO,1,0,0,0,0,0,0
GENE-12432,NO,1,0,0,0,0,0,0
GENE-12434,NO,1,0,0,0,0,0,0
GENE-12435,NO,1,0,0,0,0,0,0
GENE-12436,NO,1,0,0,0,0,0,0
GENE-12437,NO,1,0,0,0,0,0,0
GENE-12438,NO,1,8,8,12,8,6,15
GENE-12439,NO,1,0,0,0,0,0,0
GENE-12440,NO,1,133,121,155,129,117,141
GENE-12441,NO,1,0,0,0,0,0,0
GENE-12442,YES,1,0,0,0,0,0,0
GENE-12443,NO,1,150,171,166,145,167,153
GENE-12444,NO,1,0,0,0,0,0,0
GENE-12445,NO,1,0,0,0,0,0,0
GENE-12446,NO,1,0,0,0,0,0,0
GENE-12447,NO,1,5460,6270,3577,2660,5115,4354
GENE-12448,NO,1,0,0,0,0,0,0
GENE-12449,NO,1,1,3,0,1,1,1
GENE-12450,NO,1,6,4,4,2,2,3
GENE-12451,NO,1,198,776,903,386,3119,3
GENE-12452,NO,1,0,0,0,0,0,0
GENE-12453,NO,1,0,0,0,0,0,0
GENE-12454,NO,1,53,64,87,59,80,59
GENE-12455,NO,1,0,0,0,0,0,0
GENE-12456,NO,1,397,295,334,433,325,274
GENE-12457,NO,1,0,0,0,0,0,1
GENE-12458,YES,1,0,0,0,0,0,0
GENE-12459,NO,1,1068,1037,1205,1176,1097,1228
GENE-12460,NO,1,11,13,27,17,22,20
GENE-12461,NO,1,21,27,24,22,18,19
GENE-12462,NO,1,0,0,0,0,0,0
GENE-12463,NO,1,0,0,0,0,0,0
GENE-12464,NO,1,165,192,165,190,164,146
GENE-12465,NO,1,0,1,1,0,0,2
GENE-12466,NO,1,0,0,0,0,0,0
GENE-12467,NO,1,0,0,0,0,0,0
GENE-12468,NO,1,0,0,0,0,0,0
GENE-12469,NO,1,0,0,0,0,0,0
GENE-12470,NO,1,0,0,0,0,0,0
GENE-12471,NO,1,1,0,1,2,0,0
GENE-12472,NO,1,0,0,0,0,0,0
GENE-12473,NO,1,21,17,13,18,9,23
GENE-12474,NO,1,0,0,0,0,0,0
GENE-12475,NO,1,4124,4411,3655,4248,3971,3597
GENE-12476,NO,1,3,5,9,8,8,2
GENE-12477,NO,1,0,0,0,0,0,0
GENE-12478,NO,1,0,0,0,0,0,0
GENE-12479,NO,1,0,0,0,0,0,0
GENE-12480,NO,1,0,0,0,0,0,0
GENE-12481,NO,1,1431,1581,1217,1474,1439,1812
GENE-12482,NO,1,0,0,3,0,0,0
GENE-12483,NO,1,551,627,732,741,690,598
GENE-12484,NO,1,62,55,68,52,53,58
GENE-12485,NO,1,0,0,0,0,0,0
GENE-12486,NO,1,135,149,164,176,162,145
GENE-12487,NO,1,0,0,0,0,0,0
GENE-12488,NO,1,33,24,28,24,21,30
GENE-12489,NO,1,0,0,0,0,0,0
GENE-12490,NO,1,1263,1365,1362,1341,1717,1314
GENE-12491,NO,1,23,24,20,19,41,25
GENE-12492,NO,1,2,0,3,3,3,3
GENE-12493,NO,1,0,0,0,0,0,0
GENE-12494,NO,1,0,0,0,0,0,0
GENE-12495,NO,1,0,0,0,0,0,0
GENE-12496,NO,1,2156,518,1520,662,800,392
GENE-12498,NO,1,0,0,0,0,0,0
GENE-12499,NO,1,0,1,0,0,0,2
GENE-12500,NO,1,164,164,199,180,185,160
GENE-12501,NO,1,31,44,52,27,43,38
GENE-12502,NO,1,26,23,25,22,26,20
GENE-12503,NO,1,34,22,21,24,20,24
GENE-12504,NO,1,3,4,3,2,5,4
GENE-12505,NO,1,100,158,138,84,139,110
GENE-12506,NO,1,0,0,0,0,0,0
GENE-12507,NO,1,0,0,0,0,0,0
GENE-12508,NO,1,0,0,0,0,0,0
GENE-12509,NO,1,0,0,0,0,0,0
GENE-12510,NO,1,0,0,0,0,0,0
GENE-12511,NO,1,0,0,0,0,0,0
GENE-12512,YES,1,0,0,0,0,0,0
GENE-12513,NO,1,0,0,0,0,0,0
GENE-12514,NO,1,0,0,0,0,0,0
GENE-12515,NO,1,77,83,65,71,80,75
GENE-12516,NO,1,11,11,8,9,2,6
GENE-12517,NO,1,0,0,0,0,0,0
GENE-12518,NO,1,0,1,1,1,0,0
GENE-12519,NO,1,596,452,469,744,481,388
GENE-12520,NO,1,1,4,7,4,7,6
GENE-12521,NO,1,0,0,0,0,0,0
GENE-12522,NO,1,0,0,0,0,0,0
GENE-12523,NO,1,87,104,92,81,79,87
GENE-12524,YES,1,0,0,0,0,0,0
GENE-12525,NO,1,0,0,0,0,0,0
GENE-12526,NO,1,0,0,0,0,0,0
GENE-12527,NO,1,0,0,0,0,0,0
GENE-12528,NO,1,1248,553,175,444,832,453
GENE-12529,NO,1,8,16,11,16,10,13
GENE-12530,NO,1,0,0,0,0,0,0
GENE-12531,NO,1,11,15,20,12,8,10
GENE-12532,NO,1,15,17,12,15,12,20
GENE-12533,YES,1,0,0,0,0,0,0
GENE-12534,NO,1,327,183,288,173,225,124
GENE-12535,NO,1,0,0,0,0,0,0
GENE-12536,NO,1,0,0,0,0,0,0
GENE-12538,NO,1,0,1,0,0,0,0
GENE-12539,NO,1,22,18,23,13,31,25
GENE-12540,YES,1,0,0,0,0,0,0
GENE-12541,YES,1,0,0,0,0,0,0
GENE-12542,NO,1,130,139,69,72,94,61
GENE-12543,NO,1,0,0,1,0,3,0
GENE-12544,NO,1,0,0,0,0,0,0
GENE-12545,YES,1,0,0,0,0,0,0
GENE-12546,NO,1,0,0,0,0,0,0
GENE-12547,NO,1,0,0,0,0,0,0
GENE-12548,NO,1,0,0,0,0,0,0
GENE-12549,NO,1,0,0,0,0,0,0
GENE-12550,NO,1,67,79,41,63,66,56
GENE-12551,NO,1,0,0,0,0,0,0
GENE-12552,NO,1,0,0,0,0,0,0
GENE-12553,YES,1,0,0,0,0,0,0
GENE-12555,NO,1,0,0,0,0,0,0
GENE-12556,NO,1,0,0,0,0,0,0
GENE-12557,NO,1,0,0,0,0,0,0
GENE-12558,NO,1,0,1,0,0,0,0
GENE-12559,NO,1,0,0,0,0,0,0
GENE-12560,NO,1,1,2,0,1,0,1
GENE-12561,NO,1,340,290,310,301,358,316
GENE-12562,NO,1,0,0,0,0,0,0
GENE-12563,NO,1,0,0,0,0,0,0
GENE-12564,NO,1,274,230,264,222,270,196
GENE-12565,NO,1,0,0,1,0,0,0
GENE-12566,NO,1,0,0,0,0,0,0
GENE-12567,NO,1,0,0,0,0,0,0
GENE-12568,NO,1,0,0,0,0,0,0
GENE-12569,NO,1,0,0,0,0,0,0
GENE-12570,NO,1,0,0,0,0,0,0
GENE-12571,NO,1,0,0,0,0,0,0
GENE-12572,NO,1,0,0,0,0,0,0
GENE-12573,NO,1,0,0,0,0,0,0
GENE-12574,NO,1,0,0,0,0,0,0
GENE-12575,NO,1,0,0,0,0,0,0
GENE-12576,NO,1,0,0,0,0,0,0
GENE-12577,NO,1,0,0,0,0,0,0
GENE-12578,NO,1,318,312,303,326,316,325
GENE-12579,NO,1,1,3,0,2,0,2
GENE-12580,NO,1,0,0,0,0,0,0
GENE-12581,NO,1,0,0,0,0,0,0
GENE-12582,NO,1,46,69,88,61,64,88
GENE-12584,NO,1,0,0,0,0,0,0
GENE-12585,NO,1,206,178,157,199,217,200
GENE-12586,NO,1,0,0,0,0,0,0
GENE-12587,NO,1,0,0,0,0,0,0
GENE-12588,NO,1,26,38,17,29,23,28
GENE-12589,NO,1,0,0,0,0,0,0
GENE-12590,NO,1,0,0,0,0,0,0
GENE-12591,NO,1,0,0,0,0,0,0
GENE-12593,NO,1,0,0,0,0,0,0
GENE-12594,NO,1,0,0,0,0,0,0
GENE-12595,NO,1,0,0,0,0,0,0
GENE-12596,NO,1,0,0,0,0,0,0
GENE-12597,NO,1,31,35,37,43,38,20
GENE-12598,NO,1,9,11,9,11,13,12
GENE-12599,NO,1,0,0,0,0,0,0
GENE-12600,NO,1,0,0,0,0,0,0
GENE-12601,NO,1,3181,2524,2841,3889,3225,3465
GENE-12602,NO,1,0,0,0,0,0,0
GENE-12603,NO,1,0,0,0,0,0,0
GENE-12604,NO,1,0,0,0,0,0,0
GENE-12605,NO,1,3,3,6,5,2,3
GENE-12606,NO,1,0,0,0,0,0,0
GENE-12607,NO,1,2,13,7,0,1,3
GENE-12608,NO,1,73,87,69,75,96,72
GENE-12609,NO,1,3646,4408,3644,3982,5496,4570
GENE-12610,NO,1,8,5,8,8,15,18
GENE-12611,NO,1,6,7,6,7,6,3
GENE-12612,NO,1,0,0,0,0,0,0
GENE-12613,NO,1,37,43,69,56,53,38
GENE-12614,NO,1,856,171,57,10,13,1312
GENE-12615,NO,1,0,0,0,0,0,0
GENE-12616,NO,1,1,1,1,2,1,0
GENE-12617,YES,1,0,0,0,0,0,0
GENE-12618,NO,1,0,0,0,0,0,0
GENE-12619,NO,1,0,0,0,0,0,0
GENE-12620,NO,1,0,0,0,0,0,0
GENE-12621,NO,1,0,0,0,0,0,0
GENE-12622,NO,1,0,0,0,0,0,0
GENE-12623,NO,1,0,0,0,0,0,0
GENE-12624,NO,1,0,0,0,0,0,0
GENE-12625,NO,1,0,0,0,0,0,0
GENE-12626,NO,1,0,0,0,0,0,0
GENE-12627,NO,1,0,0,0,0,0,0
GENE-12628,NO,1,0,0,0,0,0,0
GENE-12629,NO,1,0,0,0,0,0,0
GENE-12630,NO,1,0,0,0,0,0,0
GENE-12631,NO,1,0,0,0,0,0,1
GENE-12632,NO,1,0,0,0,0,0,0
GENE-12633,NO,1,0,0,0,0,0,0
GENE-12634,NO,1,0,0,0,0,0,0
GENE-12635,NO,1,0,0,0,0,0,0
GENE-12636,NO,1,0,0,0,0,0,0
GENE-12637,NO,1,0,0,0,0,0,0
GENE-12638,NO,1,1,0,0,0,0,0
GENE-12639,NO,1,0,0,0,0,0,0
GENE-12640,NO,1,0,0,0,0,0,0
GENE-12641,NO,1,733,451,628,258,607,257
GENE-12642,NO,1,30,27,45,50,49,33
GENE-12643,NO,1,23,41,42,33,37,27
GENE-12644,NO,1,372,154,188,188,310,225
GENE-12645,NO,1,0,0,0,0,0,0
GENE-12646,NO,1,0,0,0,0,0,0
GENE-12647,NO,1,0,0,0,0,0,1
GENE-12648,NO,1,0,0,0,0,0,0
GENE-12649,NO,1,0,0,0,0,0,0
