# Program:featureCounts v1.5.3; Command:"featureCounts" "-a" "refs/agrobacterium_tumefaciens.gff" "-t" "gene" "-g" "ID" "-o" "matrix.txt" "WT_55_3.bam" "WT_67_1.bam" "WT_79_1.bam" "pssA_55_2.bam" "pssA_67_1.bam" "pssA_79_2.bam" 
Geneid	Chr	Start	End	Strand	Length	WT_55_3.bam	WT_67_1.bam	WT_79_1.bam	pssA_55_2.bam	pssA_67_1.bam	pssA_79_2.bam
gene-G6L97_RS17375	NZ_CP115842.1	858341	859225	+	885	0	0	0	0	0	0
gene-G6L97_RS17380	NZ_CP115842.1	859193	860110	-	918	0	0	0	0	0	0
gene-G6L97_RS17385	NZ_CP115842.1	860293	861126	+	834	0	0	0	0	0	0
gene-G6L97_RS17390	NZ_CP115842.1	861144	861341	+	198	0	0	0	0	0	0
gene-G6L97_RS17395	NZ_CP115842.1	861343	861936	+	594	0	0	0	0	0	0
gene-G6L97_RS17400	NZ_CP115842.1	861969	862742	+	774	0	0	0	0	0	0
gene-G6L97_RS17405	NZ_CP115842.1	862926	863672	+	747	0	0	0	0	0	0
gene-G6L97_RS17410	NZ_CP115842.1	863698	864627	+	930	0	0	0	0	0	0
gene-G6L97_RS17415	NZ_CP115842.1	864745	865626	+	882	3	0	10	1	2	1
gene-G6L97_RS17420	NZ_CP115842.1	865694	866362	-	669	0	0	0	0	0	0
gene-G6L97_RS17425	NZ_CP115842.1	866387	867787	+	1401	15	26	2	20	3	0
gene-G6L97_RS17430	NZ_CP115842.1	867983	868186	+	204	0	0	0	0	0	0
gene-G6L97_RS17435	NZ_CP115842.1	868200	869468	+	1269	2	4	1	3	1	0
gene-G6L97_RS17440	NZ_CP115842.1	869647	872331	+	2685	0	0	0	0	0	0
gene-G6L97_RS17445	NZ_CP115842.1	872525	872884	-	360	0	0	0	0	0	0
gene-G6L97_RS17450	NZ_CP115842.1	873027	873569	-	543	1	0	0	2	0	0
gene-G6L97_RS17455	NZ_CP115842.1	873640	874308	-	669	0	2	0	10	9	3
gene-G6L97_RS17460	NZ_CP115842.1	874509	875168	+	660	1	0	1	6	3	0
gene-G6L97_RS17465	NZ_CP115842.1	875161	876168	+	1008	0	0	0	0	0	0
gene-G6L97_RS17470	NZ_CP115842.1	876282	877019	+	738	0	0	0	0	0	0
gene-G6L97_RS17475	NZ_CP115842.1	877143	877940	+	798	0	0	0	0	0	0
gene-G6L97_RS17480	NZ_CP115842.1	877937	878464	-	528	0	0	0	0	0	0
gene-G6L97_RS17485	NZ_CP115842.1	878514	879515	+	1002	0	0	0	0	0	0
gene-G6L97_RS17490	NZ_CP115842.1	879512	879931	-	420	0	0	0	0	0	0
gene-G6L97_RS17495	NZ_CP115842.1	879941	880870	-	930	0	0	0	0	0	0
gene-G6L97_RS17500	NZ_CP115842.1	880870	881976	-	1107	0	0	0	0	0	0
gene-G6L97_RS17505	NZ_CP115842.1	882061	882822	-	762	0	0	0	0	0	0
gene-G6L97_RS17510	NZ_CP115842.1	882930	883700	+	771	0	0	0	0	0	0
gene-G6L97_RS17515	NZ_CP115842.1	883700	884140	+	441	0	0	0	0	0	0
gene-G6L97_RS17520	NZ_CP115842.1	884146	884919	-	774	0	0	0	0	0	0
gene-G6L97_RS17525	NZ_CP115842.1	885171	885461	+	291	513	422	18	424	239	13
gene-G6L97_RS17530	NZ_CP115842.1	885573	886211	+	639	0	0	0	0	0	0
gene-G6L97_RS17535	NZ_CP115842.1	886328	886660	+	333	0	0	0	0	0	0
gene-G6L97_RS17540	NZ_CP115842.1	886665	887690	-	1026	0	0	0	0	0	0
gene-G6L97_RS17545	NZ_CP115842.1	887680	889581	-	1902	0	0	0	0	0	1
gene-G6L97_RS17550	NZ_CP115842.1	889689	890678	-	990	56	54	73	50	59	47
gene-G6L97_RS17555	NZ_CP115842.1	890747	891385	-	639	0	0	3	0	0	0
gene-G6L97_RS17560	NZ_CP115842.1	891501	891782	+	282	0	0	0	0	0	0
gene-G6L97_RS17565	NZ_CP115842.1	891802	892935	-	1134	0	0	0	0	0	0
gene-G6L97_RS17570	NZ_CP115842.1	892941	893522	-	582	0	0	0	0	0	0
gene-G6L97_RS17575	NZ_CP115842.1	893711	893884	+	174	0	0	0	0	0	0
gene-G6L97_RS17580	NZ_CP115842.1	893896	894876	+	981	1	1	0	0	1	0
gene-G6L97_RS17585	NZ_CP115842.1	894940	895893	+	954	11	22	1	14	4	0
gene-G6L97_RS17590	NZ_CP115842.1	896184	897482	+	1299	0	0	0	0	0	0
gene-G6L97_RS17595	NZ_CP115842.1	897479	897715	+	237	0	0	0	0	0	0
gene-G6L97_RS17600	NZ_CP115842.1	897823	898962	-	1140	0	0	0	0	0	0
gene-G6L97_RS17605	NZ_CP115842.1	899171	900229	-	1059	6	2	10	3	3	1
gene-G6L97_RS17610	NZ_CP115842.1	900454	901617	+	1164	0	0	2	0	0	2
gene-G6L97_RS17615	NZ_CP115842.1	902300	902596	+	297	0	0	0	0	0	0
gene-G6L97_RS17620	NZ_CP115842.1	902712	904790	-	2079	0	0	0	0	0	0
gene-G6L97_RS17625	NZ_CP115842.1	904787	910231	-	5445	0	0	0	0	0	0
gene-G6L97_RS17630	NZ_CP115842.1	910354	910542	-	189	0	0	0	0	0	0
gene-G6L97_RS17635	NZ_CP115842.1	910553	911224	-	672	0	0	0	0	0	0
gene-G6L97_RS17640	NZ_CP115842.1	911293	912261	-	969	0	0	0	0	0	0
gene-G6L97_RS17645	NZ_CP115842.1	912316	912825	-	510	0	0	0	0	0	0
gene-G6L97_RS17650	NZ_CP115842.1	913082	913156	+	75	0	0	0	0	0	0
gene-G6L97_RS17655	NZ_CP115842.1	913949	914025	-	77	0	0	0	0	0	0
gene-G6L97_RS17660	NZ_CP115842.1	914161	915357	-	1197	0	1	3	2	0	0
gene-G6L97_RS17665	NZ_CP115842.1	915563	916753	-	1191	0	0	0	0	0	0
gene-G6L97_RS17670	NZ_CP115842.1	917243	918325	-	1083	0	0	0	0	0	0
gene-G6L97_RS17675	NZ_CP115842.1	918551	920146	-	1596	1	3	13	4	8	13
gene-G6L97_RS17680	NZ_CP115842.1	920230	921408	-	1179	40	47	56	61	27	60
gene-G6L97_RS17685	NZ_CP115842.1	921624	922469	-	846	0	0	0	0	0	0
gene-G6L97_RS17690	NZ_CP115842.1	922658	924010	-	1353	0	0	0	0	0	0
gene-G6L97_RS17695	NZ_CP115842.1	924199	926163	-	1965	0	0	35	0	0	16
gene-G6L97_RS17700	NZ_CP115842.1	926318	927655	-	1338	0	0	0	0	0	0
gene-G6L97_RS17705	NZ_CP115842.1	927686	928678	-	993	123	86	152	295	196	139
gene-G6L97_RS17710	NZ_CP115842.1	928837	929370	-	534	8	13	34	16	12	37
gene-G6L97_RS17715	NZ_CP115842.1	929581	930888	-	1308	5	4	0	5	3	2
gene-G6L97_RS17720	NZ_CP115842.1	930909	932078	-	1170	0	0	0	0	0	0
gene-G6L97_RS17725	NZ_CP115842.1	932087	932545	-	459	0	0	0	0	0	0
gene-G6L97_RS17730	NZ_CP115842.1	932592	933311	-	720	46	56	27	86	72	19
gene-G6L97_RS17735	NZ_CP115842.1	933573	934013	-	441	0	0	0	0	0	0
gene-G6L97_RS17740	NZ_CP115842.1	934010	934546	-	537	0	0	0	0	0	0
gene-G6L97_RS17745	NZ_CP115842.1	934543	935070	-	528	0	0	0	0	0	0
gene-G6L97_RS17750	NZ_CP115842.1	935070	935648	-	579	0	0	0	0	0	0
gene-G6L97_RS17755	NZ_CP115842.1	935686	935904	-	219	0	0	0	0	0	0
gene-G6L97_RS17760	NZ_CP115842.1	935957	936997	-	1041	0	0	0	0	0	0
gene-G6L97_RS17765	NZ_CP115842.1	937124	937741	-	618	0	0	0	0	0	0
gene-G6L97_RS17770	NZ_CP115842.1	937773	938285	-	513	0	0	0	0	0	0
gene-G6L97_RS17775	NZ_CP115842.1	938534	940843	+	2310	0	0	0	0	0	0
gene-G6L97_RS17780	NZ_CP115842.1	940976	941977	+	1002	0	0	0	0	0	0
gene-G6L97_RS17785	NZ_CP115842.1	942033	942779	-	747	2	11	2	2	4	2
gene-G6L97_RS17790	NZ_CP115842.1	942980	943483	+	504	0	0	0	0	0	0
gene-G6L97_RS17795	NZ_CP115842.1	943521	944363	-	843	0	0	0	0	0	0
gene-G6L97_RS17800	NZ_CP115842.1	944491	945315	-	825	0	0	0	0	0	0
gene-G6L97_RS17805	NZ_CP115842.1	945421	946002	-	582	0	0	0	0	0	0
gene-G6L97_RS17810	NZ_CP115842.1	946002	947264	-	1263	90	67	15	44	48	12
gene-G6L97_RS17815	NZ_CP115842.1	947499	947657	-	159	35	22	28	47	51	192
gene-G6L97_RS17820	NZ_CP115842.1	947736	948113	-	378	0	0	0	0	0	0
gene-G6L97_RS17825	NZ_CP115842.1	948125	948397	-	273	0	0	0	0	0	0
gene-G6L97_RS17830	NZ_CP115842.1	948722	950704	+	1983	9	5	19	2	1	16
gene-G6L97_RS17835	NZ_CP115842.1	950767	951777	+	1011	20	21	54	12	8	60
gene-G6L97_RS17840	NZ_CP115842.1	951978	952244	-	267	0	0	0	0	0	0
gene-G6L97_RS17845	NZ_CP115842.1	952631	954496	+	1866	0	0	0	0	0	0
gene-G6L97_RS17850	NZ_CP115842.1	954565	955767	+	1203	0	0	0	0	0	0
gene-G6L97_RS17855	NZ_CP115842.1	955958	956983	+	1026	0	1	20	0	3	3
gene-G6L97_RS17860	NZ_CP115842.1	957040	957195	-	156	0	0	0	0	0	0
gene-G6L97_RS17865	NZ_CP115842.1	957332	958621	+	1290	0	0	0	0	0	0
gene-G6L97_RS17870	NZ_CP115842.1	958618	958809	+	192	0	0	0	0	0	0
gene-G6L97_RS17875	NZ_CP115842.1	959215	959730	+	516	22	24	1	28	30	10
gene-G6L97_RS17880	NZ_CP115842.1	959882	960103	-	222	90	158	8	74	37	2
gene-G6L97_RS17885	NZ_CP115842.1	960365	962164	+	1800	0	0	0	0	0	0
gene-G6L97_RS17890	NZ_CP115842.1	962176	963822	-	1647	0	0	0	0	0	0
gene-G6L97_RS17895	NZ_CP115842.1	963912	964943	-	1032	0	0	0	0	0	0
gene-G6L97_RS17900	NZ_CP115842.1	964946	965965	-	1020	0	0	0	0	0	0
gene-G6L97_RS17905	NZ_CP115842.1	966166	966966	-	801	0	0	0	0	0	0
gene-G6L97_RS17910	NZ_CP115842.1	967131	968231	-	1101	0	0	0	0	0	0
gene-G6L97_RS17915	NZ_CP115842.1	968240	968893	-	654	0	0	0	0	0	0
gene-G6L97_RS17920	NZ_CP115842.1	968997	969761	+	765	0	0	0	0	0	0
gene-G6L97_RS17925	NZ_CP115842.1	969862	970038	-	177	0	0	0	0	0	2
gene-G6L97_RS17930	NZ_CP115842.1	970275	970478	+	204	0	0	1	0	1	0
gene-G6L97_RS17935	NZ_CP115842.1	970633	971100	+	468	0	0	0	0	0	0
gene-G6L97_RS17940	NZ_CP115842.1	971112	972200	+	1089	0	0	0	0	0	0
gene-G6L97_RS17945	NZ_CP115842.1	972340	972465	+	126	16	25	2	11	8	1
gene-G6L97_RS17950	NZ_CP115842.1	972566	973186	+	621	0	0	0	0	0	0
gene-G6L97_RS17955	NZ_CP115842.1	973256	973513	-	258	0	0	0	0	0	0
gene-G6L97_RS17960	NZ_CP115842.1	973665	973970	-	306	0	0	0	0	0	0
gene-G6L97_RS17965	NZ_CP115842.1	973986	974774	-	789	1	8	3	2	1	1
gene-G6L97_RS17970	NZ_CP115842.1	975048	975452	+	405	12	12	15	9	5	5
gene-G6L97_RS17975	NZ_CP115842.1	975452	976891	+	1440	4	9	10	8	6	6
gene-G6L97_RS17980	NZ_CP115842.1	976977	978884	-	1908	14	24	23	13	21	8
gene-G6L97_RS17985	NZ_CP115842.1	979061	980605	-	1545	12	11	2	1	15	1
gene-G6L97_RS17990	NZ_CP115842.1	980775	982625	+	1851	0	0	0	0	0	0
gene-G6L97_RS17995	NZ_CP115842.1	982668	983303	+	636	0	0	0	0	0	0
gene-G6L97_RS18000	NZ_CP115842.1	983300	984208	-	909	0	0	0	0	0	0
gene-G6L97_RS18005	NZ_CP115842.1	984532	985977	+	1446	0	0	0	0	0	0
gene-G6L97_RS18010	NZ_CP115842.1	986126	986500	+	375	0	0	0	0	0	0
gene-G6L97_RS18015	NZ_CP115842.1	986718	988649	+	1932	0	0	0	0	0	0
gene-G6L97_RS18020	NZ_CP115842.1	989007	990041	+	1035	0	0	0	0	0	0
gene-G6L97_RS18025	NZ_CP115842.1	990102	991151	+	1050	0	0	0	0	0	0
gene-G6L97_RS18030	NZ_CP115842.1	991154	991621	+	468	0	0	0	0	0	0
gene-G6L97_RS18035	NZ_CP115842.1	991625	992620	-	996	0	0	0	0	0	0
gene-G6L97_RS18040	NZ_CP115842.1	992681	993046	-	366	0	0	0	0	0	0
gene-G6L97_RS18045	NZ_CP115842.1	993451	994929	+	1479	0	0	0	0	0	0
gene-G6L97_RS18050	NZ_CP115842.1	994989	995876	-	888	9	4	4	16	6	0
gene-G6L97_RS18055	NZ_CP115842.1	996072	997295	+	1224	5	8	6	4	5	4
gene-G6L97_RS18060	NZ_CP115842.1	997360	998595	+	1236	0	0	0	0	0	0
gene-G6L97_RS18065	NZ_CP115842.1	998802	999476	+	675	0	0	0	0	0	0
gene-G6L97_RS18070	NZ_CP115842.1	999473	1000828	+	1356	0	0	0	0	0	0
gene-G6L97_RS18075	NZ_CP115842.1	1001009	1002463	-	1455	20	27	7	25	20	7
gene-G6L97_RS18080	NZ_CP115842.1	1002479	1002637	-	159	0	0	0	0	0	0
gene-G6L97_RS18085	NZ_CP115842.1	1002646	1007391	-	4746	2	8	10	0	1	13
gene-G6L97_RS18090	NZ_CP115842.1	1007763	1008815	+	1053	0	0	0	0	0	0
gene-G6L97_RS18095	NZ_CP115842.1	1008852	1009541	-	690	0	0	0	0	0	0
gene-G6L97_RS18100	NZ_CP115842.1	1009560	1012262	-	2703	0	0	0	0	0	0
gene-G6L97_RS18105	NZ_CP115842.1	1012317	1012883	-	567	0	0	0	0	0	0
gene-G6L97_RS18110	NZ_CP115842.1	1012895	1014979	-	2085	0	0	0	0	0	0
gene-G6L97_RS18115	NZ_CP115842.1	1015024	1015188	-	165	0	0	0	0	0	0
gene-G6L97_RS18120	NZ_CP115842.1	1015198	1016901	-	1704	0	0	0	0	0	0
gene-G6L97_RS18125	NZ_CP115842.1	1016935	1017024	-	90	0	0	0	0	0	0
gene-G6L97_RS18130	NZ_CP115842.1	1017037	1017174	-	138	0	0	0	0	0	0
gene-G6L97_RS18135	NZ_CP115842.1	1017341	1018294	-	954	0	0	0	0	0	0
gene-G6L97_RS18140	NZ_CP115842.1	1018291	1019748	-	1458	0	0	0	0	0	0
gene-G6L97_RS18145	NZ_CP115842.1	1020038	1021450	+	1413	0	0	0	0	0	0
gene-G6L97_RS18150	NZ_CP115842.1	1021419	1022135	-	717	0	0	0	0	0	0
gene-G6L97_RS18155	NZ_CP115842.1	1022353	1025424	-	3072	0	0	0	0	0	0
gene-G6L97_RS18160	NZ_CP115842.1	1025421	1026506	-	1086	0	0	0	0	0	0
gene-G6L97_RS18165	NZ_CP115842.1	1026506	1027582	-	1077	0	0	0	0	0	0
gene-G6L97_RS18170	NZ_CP115842.1	1027889	1028503	+	615	0	0	0	0	0	0
gene-G6L97_RS18175	NZ_CP115842.1	1029074	1030105	+	1032	0	0	0	0	0	0
gene-G6L97_RS18180	NZ_CP115842.1	1030153	1030728	-	576	0	0	0	0	0	0
gene-G6L97_RS18185	NZ_CP115842.1	1030725	1031159	-	435	0	0	0	0	0	0
gene-G6L97_RS18190	NZ_CP115842.1	1031156	1031557	-	402	0	0	0	0	0	0
gene-G6L97_RS18195	NZ_CP115842.1	1031665	1032567	+	903	0	0	0	0	0	0
gene-G6L97_RS18200	NZ_CP115842.1	1032715	1033170	+	456	0	0	0	0	0	0
gene-G6L97_RS18205	NZ_CP115842.1	1033170	1033799	+	630	0	0	0	0	0	0
gene-G6L97_RS18215	NZ_CP115842.1	1034009	1035091	-	1083	0	0	0	0	0	0
gene-G6L97_RS18220	NZ_CP115842.1	1035088	1035888	-	801	0	0	0	0	0	0
gene-G6L97_RS18225	NZ_CP115842.1	1035890	1036717	-	828	0	0	0	0	0	0
gene-G6L97_RS18230	NZ_CP115842.1	1036827	1037837	-	1011	0	0	0	0	0	0
gene-G6L97_RS18235	NZ_CP115842.1	1037894	1038208	-	315	0	0	0	0	0	0
gene-G6L97_RS18240	NZ_CP115842.1	1038213	1039679	-	1467	0	0	0	0	0	0
gene-G6L97_RS18245	NZ_CP115842.1	1039684	1040724	-	1041	0	0	0	0	0	0
gene-G6L97_RS18250	NZ_CP115842.1	1040721	1041659	-	939	0	0	0	0	0	0
gene-G6L97_RS18255	NZ_CP115842.1	1041656	1042501	-	846	0	0	0	0	0	0
gene-G6L97_RS18260	NZ_CP115842.1	1042513	1043115	-	603	0	0	0	0	0	0
gene-G6L97_RS18265	NZ_CP115842.1	1043234	1044412	-	1179	0	0	0	0	0	0
gene-G6L97_RS18270	NZ_CP115842.1	1044510	1045241	-	732	0	0	0	0	0	0
gene-G6L97_RS18275	NZ_CP115842.1	1045271	1045960	-	690	0	0	0	0	0	0
gene-G6L97_RS18280	NZ_CP115842.1	1046037	1046897	-	861	0	0	0	0	0	0
gene-G6L97_RS18285	NZ_CP115842.1	1047082	1047777	-	696	0	0	0	0	0	0
gene-G6L97_RS18290	NZ_CP115842.1	1047922	1048806	-	885	0	0	0	0	0	0
gene-G6L97_RS18295	NZ_CP115842.1	1048898	1050205	-	1308	0	0	0	0	0	0
gene-G6L97_RS18300	NZ_CP115842.1	1050289	1051617	-	1329	0	0	0	0	0	0
gene-G6L97_RS18305	NZ_CP115842.1	1051634	1052320	-	687	0	0	0	0	0	0
gene-G6L97_RS18310	NZ_CP115842.1	1052356	1053261	-	906	0	0	0	0	0	0
gene-G6L97_RS18315	NZ_CP115842.1	1053358	1054035	-	678	0	0	0	0	0	0
gene-G6L97_RS18320	NZ_CP115842.1	1054332	1054694	-	363	0	0	0	0	0	0
gene-G6L97_RS18325	NZ_CP115842.1	1055013	1055102	-	90	0	0	0	2	0	0
gene-G6L97_RS18330	NZ_CP115842.1	1055300	1056181	-	882	0	0	0	0	0	0
gene-G6L97_RS18335	NZ_CP115842.1	1056178	1057818	-	1641	0	0	0	0	0	0
gene-G6L97_RS18340	NZ_CP115842.1	1057811	1058734	-	924	0	0	0	0	0	0
gene-G6L97_RS18345	NZ_CP115842.1	1058749	1059663	-	915	0	0	0	0	0	0
gene-G6L97_RS18350	NZ_CP115842.1	1059737	1061245	-	1509	0	0	0	0	0	0
gene-G6L97_RS18355	NZ_CP115842.1	1061566	1062762	+	1197	0	0	0	0	0	0
gene-G6L97_RS18360	NZ_CP115842.1	1062759	1063715	+	957	0	0	0	0	0	0
gene-G6L97_RS18365	NZ_CP115842.1	1063712	1064839	+	1128	0	0	0	0	0	0
gene-G6L97_RS18370	NZ_CP115842.1	1064888	1065595	-	708	0	0	0	0	0	0
gene-G6L97_RS18375	NZ_CP115842.1	1065600	1066640	-	1041	0	0	0	0	0	0
gene-G6L97_RS18380	NZ_CP115842.1	1066801	1067850	-	1050	0	0	0	0	0	0
gene-G6L97_RS18385	NZ_CP115842.1	1067857	1069044	-	1188	0	0	0	0	0	0
gene-G6L97_RS18390	NZ_CP115842.1	1069210	1069599	-	390	0	0	0	0	0	0
gene-G6L97_RS18395	NZ_CP115842.1	1069772	1069966	+	195	0	0	0	0	0	0
gene-G6L97_RS18400	NZ_CP115842.1	1070005	1071813	-	1809	0	0	0	0	0	0
gene-G6L97_RS18405	NZ_CP115842.1	1071798	1072034	-	237	0	0	0	0	0	0
gene-G6L97_RS18410	NZ_CP115842.1	1072106	1075435	+	3330	4	2	3	1	1	0
gene-G6L97_RS18415	NZ_CP115842.1	1075437	1077842	+	2406	0	0	0	0	0	0
gene-G6L97_RS18420	NZ_CP115842.1	1077847	1078725	+	879	0	0	0	0	0	0
gene-G6L97_RS18425	NZ_CP115842.1	1078883	1080121	+	1239	0	0	0	0	0	0
gene-G6L97_RS18430	NZ_CP115842.1	1080284	1081906	+	1623	0	0	0	0	0	0
gene-G6L97_RS18435	NZ_CP115842.1	1081993	1083141	+	1149	0	0	0	0	0	0
gene-G6L97_RS18440	NZ_CP115842.1	1083344	1084312	+	969	0	0	0	0	0	0
gene-G6L97_RS18445	NZ_CP115842.1	1084329	1086533	-	2205	0	0	0	0	0	0
gene-G6L97_RS18450	NZ_CP115842.1	1086830	1088329	-	1500	0	0	0	0	0	0
gene-G6L97_RS18455	NZ_CP115842.1	1088322	1089164	-	843	0	0	0	0	0	0
gene-G6L97_RS18460	NZ_CP115842.1	1089167	1090891	-	1725	0	0	0	0	0	0
gene-G6L97_RS18465	NZ_CP115842.1	1091014	1092012	-	999	0	0	0	0	0	0
gene-G6L97_RS18470	NZ_CP115842.1	1092009	1092983	-	975	0	0	0	0	0	0
gene-G6L97_RS18475	NZ_CP115842.1	1093013	1094014	-	1002	0	0	0	0	0	0
gene-G6L97_RS18480	NZ_CP115842.1	1094027	1095547	-	1521	0	0	0	0	0	0
gene-G6L97_RS18485	NZ_CP115842.1	1095617	1096630	-	1014	0	0	0	0	0	0
gene-G6L97_RS18490	NZ_CP115842.1	1097185	1097259	-	75	5	4	3	9	4	2
gene-G6L97_RS18495	NZ_CP115842.1	1097341	1097703	-	363	0	0	0	0	0	0
gene-G6L97_RS18500	NZ_CP115842.1	1097885	1098769	+	885	0	0	0	0	0	0
gene-G6L97_RS18505	NZ_CP115842.1	1099090	1099866	+	777	0	0	0	0	0	0
gene-G6L97_RS18510	NZ_CP115842.1	1099920	1100861	-	942	0	0	0	0	0	0
gene-G6L97_RS18515	NZ_CP115842.1	1101247	1101729	+	483	0	0	0	0	0	2
gene-G6L97_RS18520	NZ_CP115842.1	1101796	1102815	-	1020	0	0	0	0	0	0
gene-G6L97_RS18525	NZ_CP115842.1	1102915	1103775	+	861	0	0	0	1	0	0
gene-G6L97_RS18530	NZ_CP115842.1	1103794	1105293	-	1500	0	13	2	4	26	0
gene-G6L97_RS18535	NZ_CP115842.1	1105363	1107084	-	1722	10	62	6	11	336	32
gene-G6L97_RS18540	NZ_CP115842.1	1107161	1107454	-	294	0	0	0	0	0	0
gene-G6L97_RS18545	NZ_CP115842.1	1107456	1108379	-	924	0	0	0	0	0	0
gene-G6L97_RS18550	NZ_CP115842.1	1108383	1109249	-	867	0	0	0	0	0	0
gene-G6L97_RS18555	NZ_CP115842.1	1109252	1110322	-	1071	0	0	0	0	0	0
gene-G6L97_RS18560	NZ_CP115842.1	1110336	1111406	-	1071	0	0	0	0	0	0
gene-G6L97_RS18565	NZ_CP115842.1	1111444	1112967	-	1524	0	0	0	0	0	0
gene-G6L97_RS18570	NZ_CP115842.1	1113076	1113849	-	774	0	0	0	0	0	0
gene-G6L97_RS18575	NZ_CP115842.1	1113991	1115469	-	1479	0	0	0	0	0	0
gene-G6L97_RS18580	NZ_CP115842.1	1115441	1118089	-	2649	0	0	0	0	0	0
gene-G6L97_RS18585	NZ_CP115842.1	1118304	1118639	-	336	0	0	0	0	0	0
gene-G6L97_RS18590	NZ_CP115842.1	1118645	1121092	-	2448	0	0	2	1	0	0
gene-G6L97_RS18595	NZ_CP115842.1	1121098	1121895	-	798	0	0	0	0	0	0
gene-G6L97_RS18600	NZ_CP115842.1	1121909	1122802	-	894	1	1	0	0	0	0
gene-G6L97_RS18605	NZ_CP115842.1	1122915	1124207	-	1293	0	0	0	0	5	0
gene-G6L97_RS18610	NZ_CP115842.1	1124585	1125862	-	1278	0	0	0	0	0	0
gene-G6L97_RS18615	NZ_CP115842.1	1125899	1126486	-	588	0	0	0	0	0	0
gene-G6L97_RS18620	NZ_CP115842.1	1126589	1127242	-	654	0	0	0	0	0	0
gene-G6L97_RS18625	NZ_CP115842.1	1127506	1128747	+	1242	6	1	21	2	3	28
gene-G6L97_RS18630	NZ_CP115842.1	1128869	1129636	+	768	0	0	0	0	0	0
gene-G6L97_RS18635	NZ_CP115842.1	1129648	1130457	+	810	0	0	0	2	0	0
gene-G6L97_RS18640	NZ_CP115842.1	1130465	1132063	+	1599	0	0	0	0	0	0
gene-G6L97_RS18645	NZ_CP115842.1	1132075	1133805	+	1731	0	0	0	0	0	0
gene-G6L97_RS18650	NZ_CP115842.1	1133938	1135425	+	1488	1	0	0	1	0	0
gene-G6L97_RS18655	NZ_CP115842.1	1135464	1135919	-	456	0	0	0	0	0	0
gene-G6L97_RS18660	NZ_CP115842.1	1136074	1138179	-	2106	0	0	0	0	0	0
gene-G6L97_RS18665	NZ_CP115842.1	1138327	1139796	+	1470	0	0	0	0	0	0
gene-G6L97_RS18670	NZ_CP115842.1	1139793	1140992	-	1200	0	0	0	0	0	0
gene-G6L97_RS18675	NZ_CP115842.1	1141031	1141303	-	273	0	0	0	0	0	0
gene-G6L97_RS18680	NZ_CP115842.1	1141370	1141582	-	213	0	0	0	0	0	0
gene-G6L97_RS18685	NZ_CP115842.1	1141982	1143259	-	1278	6	2	4	2	4	7
gene-G6L97_RS18690	NZ_CP115842.1	1143445	1144455	-	1011	0	0	0	0	0	0
gene-G6L97_RS18695	NZ_CP115842.1	1144452	1145666	-	1215	0	0	0	0	0	0
gene-G6L97_RS18700	NZ_CP115842.1	1146107	1147492	+	1386	0	0	0	0	0	0
gene-G6L97_RS18705	NZ_CP115842.1	1147910	1148335	+	426	0	0	0	0	0	0
gene-G6L97_RS18710	NZ_CP115842.1	1148338	1149426	+	1089	0	0	0	0	0	0
gene-G6L97_RS18715	NZ_CP115842.1	1149498	1150976	+	1479	0	0	0	0	0	0
gene-G6L97_RS18720	NZ_CP115842.1	1150989	1151558	-	570	0	0	0	0	0	0
gene-G6L97_RS18725	NZ_CP115842.1	1151602	1152609	-	1008	0	0	0	0	0	0
gene-G6L97_RS18730	NZ_CP115842.1	1152855	1154528	-	1674	0	0	0	0	0	0
gene-G6L97_RS18735	NZ_CP115842.1	1154525	1155343	-	819	0	0	0	0	0	0
gene-G6L97_RS18740	NZ_CP115842.1	1155345	1156880	-	1536	0	0	0	0	0	0
gene-G6L97_RS18745	NZ_CP115842.1	1156877	1158136	-	1260	0	1	13	0	0	17
gene-G6L97_RS18750	NZ_CP115842.1	1158252	1159598	+	1347	0	0	0	0	0	0
gene-G6L97_RS18755	NZ_CP115842.1	1159647	1160372	+	726	0	0	0	0	0	0
gene-G6L97_RS18760	NZ_CP115842.1	1160934	1162418	+	1485	0	0	0	1	0	1
gene-G6L97_RS18765	NZ_CP115842.1	1162748	1162824	+	77	0	0	0	0	0	0
gene-G6L97_RS18770	NZ_CP115842.1	1162884	1162959	+	76	0	1	0	0	0	0
gene-G6L97_RS18775	NZ_CP115842.1	1163541	1166347	+	2807	2	3	1	4	1	10
gene-G6L97_RS18780	NZ_CP115842.1	1166597	1166711	+	115	0	0	0	0	0	0
gene-G6L97_RS18785	NZ_CP115842.1	1166969	1167045	+	77	0	0	0	0	0	0
gene-G6L97_RS18790	NZ_CP115842.1	1167356	1167790	+	435	0	0	0	0	0	0
gene-G6L97_RS18795	NZ_CP115842.1	1167820	1169178	+	1359	0	0	0	0	0	0
gene-G6L97_RS18800	NZ_CP115842.1	1169175	1169603	+	429	0	0	0	0	0	0
gene-G6L97_RS18805	NZ_CP115842.1	1169600	1170307	+	708	0	0	0	0	0	0
gene-G6L97_RS18810	NZ_CP115842.1	1170304	1171299	+	996	0	0	0	0	0	0
gene-G6L97_RS18815	NZ_CP115842.1	1171330	1172097	+	768	0	0	0	0	0	0
gene-G6L97_RS18820	NZ_CP115842.1	1172147	1173352	+	1206	0	0	0	0	0	0
gene-G6L97_RS18825	NZ_CP115842.1	1173398	1174303	-	906	0	0	0	0	0	0
